plot,domsp,species,tree_id,slope,south,elevation,era95_ribes,density95,era95_dbh,vpd95,era95_inc_tot,era95_status,inc_tot,vpd00,ribes,density00,dbh,status
4,PIBA,PIBA,180,11,1,3057.1440000000002,FALSE,108.7962963,5.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,9.8,1
4,PIBA,PIBA,181,11,1,3057.1440000000002,FALSE,108.7962963,4.1,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,5.3,1
4,PIBA,PIBA,182,11,1,3057.1440000000002,FALSE,108.7962963,19.8,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,23.8,1
4,PIBA,PIBA,183,11,1,3057.1440000000002,FALSE,108.7962963,29.2,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,30.9,1
4,PIBA,PIBA,184,11,1,3057.1440000000002,FALSE,108.7962963,10.9,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,13.5,1
4,PIBA,PIBA,185,11,1,3057.1440000000002,FALSE,108.7962963,7.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,5.2,1
4,PIBA,PIBA,186,11,1,3057.1440000000002,FALSE,108.7962963,80.5,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,81,1
4,PIBA,PIBA,187,11,1,3057.1440000000002,FALSE,108.7962963,36.8,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,41.2,1
4,PIBA,PIBA,188,11,1,3057.1440000000002,FALSE,108.7962963,47.8,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,48.3,1
4,PIBA,PIBA,189,11,1,3057.1440000000002,FALSE,108.7962963,99.8,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,102.2,1
4,PIBA,PIBA,190,11,1,3057.1440000000002,FALSE,108.7962963,72.1,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,74,1
4,PIBA,PIBA,191,11,1,3057.1440000000002,FALSE,108.7962963,37.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,40.9,1
4,PIBA,PIBA,192,11,1,3057.1440000000002,FALSE,108.7962963,104.9,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,107.3,1
4,PIBA,PIBA,193,11,1,3057.1440000000002,FALSE,108.7962963,50,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,53.9,1
